,symbol,name,slug,logo,type,objectID,_highlightResult,popularity,tokenName,tagline,lastUpdated
988,ACSI,ACryptoSI,acryptosi,https://messari.io/asset-images/15bee269-94cc-4dcd-8881-4cd527fdd38e/128.png,asset,15bee269-94cc-4dcd-8881-4cd527fdd38e,"{'symbol': {'value': '<b>A</b>CSI', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>CryptoSI', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
989,APLP,Apple Finance,apple-finance,https://messari.io/asset-images/158fc67d-cb27-4d9c-8165-cf030185a38c/128.png,asset,158fc67d-cb27-4d9c-8165-cf030185a38c,"{'symbol': {'value': '<b>A</b>PLP', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>pple Finance', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
990,AZUM,Azuma Coin,azuma-coin,https://messari.io/asset-images/1578c52c-27d0-47aa-a5cc-29b2d7054889/128.png,asset,1578c52c-27d0-47aa-a5cc-29b2d7054889,"{'symbol': {'value': '<b>A</b>ZUM', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>zuma Coin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
991,AAMMUNIWBTCWETH,Aave AMM UniWBTCWETH,aave-amm-uniwbtcweth,https://messari.io/asset-images/14161ead-3860-466c-b2ca-0524cf5e519c/128.png,asset,14161ead-3860-466c-b2ca-0524cf5e519c,"{'symbol': {'value': '<b>A</b>AMMUNIWBTCWETH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ave <b>A</b>MM UniWBTCWETH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
992,APA,SoLaunch,solaunch,https://messari.io/asset-images/12c6b485-b62c-48aa-95fb-4d781501a385/128.png,asset,12c6b485-b62c-48aa-95fb-4d781501a385,"{'symbol': {'value': '<b>A</b>PA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'SoLaunch', 'matchLevel': 'none', 'matchedWords': []}}",,,,
993,AZR,Aezora,aezora,https://messari.io/asset-images/1201d8bd-eefc-4c8f-8c81-729570dab941/128.png,asset,1201d8bd-eefc-4c8f-8c81-729570dab941,"{'symbol': {'value': '<b>A</b>ZR', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ezora', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
994,ATLAS,Star Atlas (Wormhole),star-atlas-wormhole,https://messari.io/asset-images/11916ed4-9383-4bbf-a39f-19f3fa51a56d/128.png,asset,11916ed4-9383-4bbf-a39f-19f3fa51a56d,"{'symbol': {'value': '<b>A</b>TLAS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': 'Star <b>A</b>tlas (Wormhole)', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
995,AXN,Axion,axion,https://messari.io/asset-images/1135b8c1-337c-4a12-86bc-132cef2a56b4/128.png,asset,1135b8c1-337c-4a12-86bc-132cef2a56b4,"{'symbol': {'value': '<b>A</b>XN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>xion', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
996,AURORA,Aurora,aurora-near,https://messari.io/asset-images/10ed74ef-0c4f-4ff8-80f0-2fe79019f4d2/128.png,asset,10ed74ef-0c4f-4ff8-80f0-2fe79019f4d2,"{'symbol': {'value': '<b>A</b>URORA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>urora', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
997,ALPHR,Alphr,alphr,https://messari.io/asset-images/10ecad39-5143-43fc-9d93-589f6b042035/128.png,asset,10ecad39-5143-43fc-9d93-589f6b042035,"{'symbol': {'value': '<b>A</b>LPHR', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>lphr', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
998,AENJ,Aave ENJ v1,aave-enj-v1,https://messari.io/asset-images/10e84bb3-0021-478c-a38f-616756f1a265/128.png,asset,10e84bb3-0021-478c-a38f-616756f1a265,"{'symbol': {'value': '<b>A</b>ENJ', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ave ENJ v1', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
999,ATK,Attack Wagon,attack-wagon,https://messari.io/asset-images/0f85d223-f03c-422c-ad83-de2879024943/128.png,asset,0f85d223-f03c-422c-ad83-de2879024943,"{'symbol': {'value': '<b>A</b>TK', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}, 'name': {'value': '<b>A</b>ttack Wagon', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['a']}}",,,,
1000,,b,my-screener-9168AEFE,,screener,9168AEFE,"{'name': {'value': '<b>b</b>', 'matchLevel': 'full', 'fullyHighlighted': True, 'matchedWords': ['b']}}",8.0,,,1643554709.337288
1001,,B,A05E271B,,screener,A05E271B,"{'name': {'value': '<b>B</b>', 'matchLevel': 'full', 'fullyHighlighted': True, 'matchedWords': ['b']}}",0.0,,,1644274146.388614
1002,BTC,Bitcoin,bitcoin,https://messari.io/asset-images/1e31218a-e44e-4285-820c-8282ee222035/128.png,asset,1e31218a-e44e-4285-820c-8282ee222035,"{'symbol': {'value': '<b>B</b>TC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",65814.0,Bitcoin,A peer-to-peer electronic cash system,
1003,BNB,BNB,binance-coin,https://messari.io/asset-images/7dc551ba-cfed-4437-a027-386044415e3e/128.png,asset,7dc551ba-cfed-4437-a027-386044415e3e,"{'symbol': {'value': '<b>B</b>NB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>NB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",9128.0,BNB,An exchange token native to the Binance blockchain ,
1004,BCH,Bitcoin Cash,bitcoin-cash,https://messari.io/asset-images/c8c7e9a1-844d-4cfd-9dbc-ce85a8a9613f/128.png,asset,c8c7e9a1-844d-4cfd-9dbc-ce85a8a9613f,"{'symbol': {'value': '<b>B</b>CH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin Cash', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",2460.0,Bitcoin Cash,A bitcoin fork focused on payments,
1005,BTT,BitTorrent,bittorrent,https://messari.io/asset-images/03ae15e1-4a96-4ba4-9758-e27a85c52cb9/128.png,asset,03ae15e1-4a96-4ba4-9758-e27a85c52cb9,"{'symbol': {'value': '<b>B</b>TT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itTorrent', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",1166.0,BitTorrent,A TRON token for native use in the BitTorrent application,
1006,BNT,Bancor,bancor,https://messari.io/asset-images/ed46f10c-9a32-42dd-9fb1-1ac2cad2d85e/128.png,asset,ed46f10c-9a32-42dd-9fb1-1ac2cad2d85e,"{'symbol': {'value': '<b>B</b>NT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ancor', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",1149.0,Bancor Network Token,An on-chain liquidity protocol for asset swaps,
1007,BAND,Band Protocol,band-protocol,https://messari.io/asset-images/a5c355c1-c467-4589-9b2a-952fea609e70/128.png,asset,a5c355c1-c467-4589-9b2a-952fea609e70,"{'symbol': {'value': '<b>B</b>AND', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>and Protocol', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",882.0,Band,,
1008,BAL,Balancer,balancer,https://messari.io/asset-images/c47ecc75-5d26-4142-834b-a8274c640e7e/128.png,asset,c47ecc75-5d26-4142-834b-a8274c640e7e,"{'symbol': {'value': '<b>B</b>AL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>alancer', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",802.0,Balancer Protocol Governance Token,Self-balancing portfolio management tool ,
1009,BADGER,Badger DAO,badger-dao,https://messari.io/asset-images/374488ea-d9d3-4aad-bf83-468427e204bc/128.png,asset,374488ea-d9d3-4aad-bf83-468427e204bc,"{'symbol': {'value': '<b>B</b>ADGER', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>adger DAO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",666.0,Badger DAO,,
1010,BOND,BarnBridge,barnbridge,https://messari.io/asset-images/2e9228fd-5593-4fea-81bf-87040b2fc3af/128.png,asset,2e9228fd-5593-4fea-81bf-87040b2fc3af,"{'symbol': {'value': '<b>B</b>OND', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>arnBridge', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",499.0,BarnBridge Governance Token,,
1011,BNK,Bankera,bankera-1,https://messari.io/asset-images/c498b989-076a-48b4-b527-f481c03f2dd6/128.png,asset,c498b989-076a-48b4-b527-f481c03f2dd6,"{'symbol': {'value': '<b>B</b>NK', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ankera', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",449.0,,,
1012,BEL,Bella,bella,https://messari.io/asset-images/f0643731-a81b-44d1-909b-ba552c2d8cb5/128.png,asset,f0643731-a81b-44d1-909b-ba552c2d8cb5,"{'symbol': {'value': '<b>B</b>EL', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ella', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",420.0,Bella,,
1013,bzrx,bZx Network,bzx-network,https://messari.io/asset-images/2b6c6063-1bec-4e70-bd10-e53e5c4807ac/128.png,asset,2b6c6063-1bec-4e70-bd10-e53e5c4807ac,"{'symbol': {'value': '<b>b</b>zrx', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>b</b>Zx Network', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",300.0,BZRX,"Decentralized lending, trading, and borrowing protocol",
1014,BCN,Bytecoin,bytecoin,https://messari.io/asset-images/44b067a7-c0ff-44f3-b5ec-366e2f28a624/128.png,asset,44b067a7-c0ff-44f3-b5ec-366e2f28a624,"{'symbol': {'value': '<b>B</b>CN', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ytecoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",287.0,Bytecoin,Private peer-to-peer electronic cash,
1015,BFT,BnkToTheFuture,bnktothefuture,https://messari.io/asset-images/503d237d-aa10-48c7-a22a-e6f723cbc032/128.png,asset,503d237d-aa10-48c7-a22a-e6f723cbc032,"{'symbol': {'value': '<b>B</b>FT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>nkToTheFuture', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",194.0,BF Rewards and Membership Token,A token for the BnkToTheFuture global online investment platform,
1016,BURGER,Burger Swap,burger-swap,https://messari.io/asset-images/c729e439-f6e0-4b96-a111-8a5bf5c66595/128.png,asset,c729e439-f6e0-4b96-a111-8a5bf5c66595,"{'symbol': {'value': '<b>B</b>URGER', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>urger Swap', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",181.0,BURGER,,
1017,BIFI,beefy.finance,beefy-finance,https://messari.io/asset-images/a96fb5de-4bb9-4b4f-b28f-ff789b89d8ab/128.png,asset,a96fb5de-4bb9-4b4f-b28f-ff789b89d8ab,"{'symbol': {'value': '<b>B</b>IFI', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>b</b>eefy.finance', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",160.0,Beefy Finance,,
1018,BAO,BAO token,bao,https://messari.io/asset-images/02b7ac1a-f706-4362-a291-b76e510d691e/128.png,asset,02b7ac1a-f706-4362-a291-b76e510d691e,"{'symbol': {'value': '<b>B</b>AO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>AO token', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",145.0,BAO Finance,,
1019,BTO,Bottos,bottos,https://messari.io/asset-images/9f5b85d0-311b-4057-b0cd-ca93f2be214a/128.png,asset,9f5b85d0-311b-4057-b0cd-ca93f2be214a,"{'symbol': {'value': '<b>B</b>TO', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ottos', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",110.0,,,
1020,BASED,Based Money,based-money,https://messari.io/asset-images/f7f8dfba-1be4-4691-b3d2-a8f10d740b67/128.png,asset,f7f8dfba-1be4-4691-b3d2-a8f10d740b67,"{'symbol': {'value': '<b>B</b>ASED', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ased Money', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",104.0,Based,,
1021,BIOS,0x_Nodes,0x_nodes,https://messari.io/asset-images/02b7b618-b862-4b9e-a7dc-4352343008f4/128.png,asset,02b7b618-b862-4b9e-a7dc-4352343008f4,"{'symbol': {'value': '<b>B</b>IOS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '0x_Nodes', 'matchLevel': 'none', 'matchedWords': []}}",101.0,BIOS,,
1022,BIX,Bibox ,bix-token,https://messari.io/asset-images/0f5d8705-bb0b-4d11-9431-29af46982ecd/128.png,asset,0f5d8705-bb0b-4d11-9431-29af46982ecd,"{'symbol': {'value': '<b>B</b>IX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ibox ', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",81.0,BIX Token,Native token to the Bibox exchange ,
1023,BABYDOGE,Save Baby Doge,save-baby-doge,https://messari.io/asset-images/004d0638-6cf9-4764-87c7-cfd498d5ce2e/128.png,asset,004d0638-6cf9-4764-87c7-cfd498d5ce2e,"{'symbol': {'value': '<b>B</b>ABYDOGE', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': 'Save <b>B</b>aby Doge', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",81.0,,,
1024,BORA,BORA,bora,https://messari.io/asset-images/70ffc67f-2d85-4162-8696-023dbc5f3d13/128.png,asset,70ffc67f-2d85-4162-8696-023dbc5f3d13,"{'symbol': {'value': '<b>B</b>ORA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ORA', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",79.0,,,
1025,BCPT,Blockmason,blockmason,https://messari.io/asset-images/5933e850-7b59-4fc9-9f6c-f7a8064c631f/128.png,asset,5933e850-7b59-4fc9-9f6c-f7a8064c631f,"{'symbol': {'value': '<b>B</b>CPT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>lockmason', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",72.0,Blockmason Credit Protocol Token,System for recording debts and credit between entities,
1026,BTCV,Bitcoin Blvck,bitcoin-blvck,https://messari.io/asset-images/ee610679-45a1-48ac-b4e6-a7e3d046dea9/128.png,asset,ee610679-45a1-48ac-b4e6-a7e3d046dea9,"{'symbol': {'value': '<b>B</b>TCV', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin <b>B</b>lvck', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",59.0,Bitcoin Blvck,A Bitcoin fork for Internet browser mining and untraceable transactions,
1027,BOS,BOScoin,boscoin-1,https://messari.io/asset-images/145b283a-107a-4b80-9f5c-dcb7efec193b/128.png,asset,145b283a-107a-4b80-9f5c-dcb7efec193b,"{'symbol': {'value': '<b>B</b>OS', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>OScoin', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",43.0,,,
1028,BMH,Blockmesh,blockmesh-2,https://messari.io/asset-images/0860d951-9ce6-45b2-afcd-2039698edb9b/128.png,asset,0860d951-9ce6-45b2-afcd-2039698edb9b,"{'symbol': {'value': '<b>B</b>MH', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>lockmesh', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",40.0,Blockmesh,A tokenized mobile communication network,
1029,BAC,Basis Cash,basis-cash,https://messari.io/asset-images/10f56764-4d08-4547-9fb7-374b9a9601b2/128.png,asset,10f56764-4d08-4547-9fb7-374b9a9601b2,"{'symbol': {'value': '<b>B</b>AC', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>asis Cash', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",39.0,Basis Cash,,
1030,BP,Beyond Protocol,beyond-protocol,https://messari.io/asset-images/0301bfaf-488c-4742-a055-745b64f9c1f7/128.png,asset,0301bfaf-488c-4742-a055-745b64f9c1f7,"{'symbol': {'value': '<b>B</b>P', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>eyond Protocol', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",37.0,,,
1031,BASE,Base Protocol,base-protocol,https://messari.io/asset-images/2a755cce-070a-4f16-a1bc-9f0bf430708c/128.png,asset,2a755cce-070a-4f16-a1bc-9f0bf430708c,"{'symbol': {'value': '<b>B</b>ASE', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>ase Protocol', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",28.0,,,
1033,BLT,Bloom,bloom,https://messari.io/asset-images/2d1c0e2d-3b69-483b-b96a-1f05851a66d1/128.png,asset,2d1c0e2d-3b69-483b-b96a-1f05851a66d1,"{'symbol': {'value': '<b>B</b>LT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>loom', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",26.0,Bloom,Decentralized credit ecosystem,
1034,BRD,Bread,bread,https://messari.io/asset-images/8f70b580-7463-4736-98bf-f0f394d3bd99/128.png,asset,8f70b580-7463-4736-98bf-f0f394d3bd99,"{'symbol': {'value': '<b>B</b>RD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>read', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",24.0,Bread,A mobile security-oriented cryptocurrency wallet,
1035,BCX,BitcoinX,bitcoinx,https://messari.io/asset-images/0506616c-5b90-4a59-8753-7db1e787a89b/128.png,asset,0506616c-5b90-4a59-8753-7db1e787a89b,"{'symbol': {'value': '<b>B</b>CX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoinX', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",20.0,,,
1036,BABI,Babylons,babylons,https://messari.io/asset-images/043b6450-5a89-46ff-8253-273f35f759ea/128.png,asset,043b6450-5a89-46ff-8253-273f35f759ea,"{'symbol': {'value': '<b>B</b>ABI', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>abylons', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",17.0,,,
1037,BAY,BitBay,bitbay,https://messari.io/asset-images/a746dbc6-1a08-4af3-9176-3d07127ea552/128.png,asset,a746dbc6-1a08-4af3-9176-3d07127ea552,"{'symbol': {'value': '<b>B</b>AY', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itBay', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",14.0,,,
1038,BITUSD,BitUSD,bitusd,https://messari.io/asset-images/c0f3df5d-4640-42fb-ab78-3ff347d9943c/128.png,asset,c0f3df5d-4640-42fb-ab78-3ff347d9943c,"{'symbol': {'value': '<b>B</b>ITUSD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itUSD', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",13.0,BitUSD,A SmartCoin stablecoin built on the BitShares exchange platform,
1039,BPT,Blockport,blockport-1,https://messari.io/asset-images/9108ab60-a137-4d64-9317-8671891f750c/128.png,asset,9108ab60-a137-4d64-9317-8671891f750c,"{'symbol': {'value': '<b>B</b>PT', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>lockport', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",13.0,,,
1040,BURST,Burst,burst,https://messari.io/asset-images/fe251a65-9c6f-4fac-ad3a-5ff3b5aecb9c/128.png,asset,fe251a65-9c6f-4fac-ad3a-5ff3b5aecb9c,"{'symbol': {'value': '<b>B</b>URST', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>urst', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",12.0,Burst,,
1041,BTU,BTU Protocol,btu-protocol,https://messari.io/asset-images/e90ff0a7-728a-48f0-ad51-d4bbebf9d70e/128.png,asset,e90ff0a7-728a-48f0-ad51-d4bbebf9d70e,"{'symbol': {'value': '<b>B</b>TU', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>TU Protocol', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",12.0,BTU Protocol,,
1042,BTCB,Bitcoin BEP2,bitcoin-bep2,https://messari.io/asset-images/179960eb-688f-4f8c-bed5-af89eaccb805/128.png,asset,179960eb-688f-4f8c-bed5-af89eaccb805,"{'symbol': {'value': '<b>B</b>TCB', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}, 'name': {'value': '<b>B</b>itcoin <b>B</b>EP2', 'matchLevel': 'full', 'fullyHighlighted': False, 'matchedWords': ['b']}}",10.0,BTCB,Bitcoin-pegged token issued on Binance Chain,
